subid,jp_id,point,lat,lon,location,location_original,,,0,,A,B,RND_A,RND_B,,,,,
1317,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,,,0,,-13627666.99,4547679.508,0.573841408,0.094738088,,,,,
1318,,POINT(-13489257.104414312 4675646.397417675),38.6779591,-121.1760583,"Folsom, California",,,,0,,-13489257.1,4675646.397,0.363891522,0.11053984,,,,,
1319,,POINT(-10044225.09362927 4664493.659845182),38.5997035,-90.2288092,"Saint Louis, California",,,,0,,-10044225.09,4664493.66,0.721115461,0.051567548,,,,,
1320,,POINT(-13467890.697389252 4819854.998084113),39.6821146,-120.9841206,"La Porte, California",,,,0,,-13467890.7,4819854.998,0.414781516,0.767799718,,,,,
1321,,POINT(-13431713.065136978 4637984.239705577),38.4133517,-120.6591314,"Pine Grove, California",,,,0,,-13431713.07,4637984.24,0.224349818,0.022594761,,,,,
1322,,POINT(-13450477.65736383 4802137.845131034),39.5595198,-120.8276966,"Downieville, California",,,,0,,-13450477.66,4802137.845,0.763876956,0.966551072,,,,,
1323,,POINT(-13573041.1959466 4962827.2248569),40.663454,-121.9287036,"Poker Flat, California",,,,0,,-13573041.2,4962827.225,0.484044547,0.489138538,,,,,
1324,,POINT(-13535487.688184155 4742567.018768814),39.1457253,-121.5913547,"Marysville, California",,,,0,,-13535487.69,4742567.019,0.348811702,0.543415087,,,,,
1325,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.490766746,0.522676962,,,,,
1326,,POINT(-7896359.579326497 5106641.055538821),41.6362152,-70.934205,"New Bedford, Massachusetts",,,,0,,-7896359.579,5106641.056,0.631365881,0.759912161,,,,,
1327,,POINT(1620011.5766969377 7062663.692148698),53.4285438,14.5528116,"Szczecin, Poland",,,,0,,1620011.577,7062663.692,0.089087433,0.51358836,,,,,
1328,jp_cite_00254,,,,,,POINT(-9166624.507479867 4154338.3251270084),,0,,,,0.613160113,0.111481004,,,,,
1329,,POINT(-9166624.507479867 4154338.3251270084),34.9297484,-82.345189,"Greenville County, South Carolina",,,,0,,-9166624.507,4154338.325,0.949038117,0.265863799,,,,,
1330,jp_cite_00255,,,,,,POINT(-12078241.604365323 5745688.337492282),,0,,,,0.51294717,0.809690825,,,,,
1331,,POINT(-12078241.604365323 5745688.337492282),45.7832856,-108.5006904,"Billings, Montana",,,,0,,-12078241.6,5745688.337,0.63148122,0.395140035,,,,,
1332,jp_cite_00256,,,,,,"""POINT(-8558988.38063936 4905721.445187105)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(1606660.2286676248 6461022.145308473)""}",,0,,,,0.022621903,0.383004143,,,,,
1333,,POINT(-8558988.38063936 4905721.445187105),40.2731911,-76.8867008,"Harrisburg, Pennsylvania",,,,0,,-8558988.381,4905721.445,0.09768649,0.32722202,,,,,
1334,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.593977337,0.938487074,,,,,
1335,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.618075255,0.699243133,,,,,
1336,,POINT(1606660.2286676248 6461022.145308473),50.0850736,14.4328744,Bohemia,,,,0,,1606660.229,6461022.145,0.197396504,0.424959182,,,,,
1337,jp_cite_00257,,,,,,"""POINT(2658451.372124075 7394820.259211762)"",""POINT(-130724.67101431279 6864664.653290115)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-354916.25890359323 7549115.073429378)"",""POINT(-258163.88084170833 7829360.582774922)"",""POINT(-426724.67754165124 7475912.275176443)""}",,0,,,,0.713117046,0.850729246,,,,,
1338,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,,,0,,2658451.372,7394820.259,0.750585925,0.132134967,,,,,
1339,,POINT(-130724.67101431279 6864664.653290115),52.3555177,-1.1743197,England,,,,0,,-130724.671,6864664.653,0.208281953,0.018714524,,,,,
1340,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,,,0,,-473308.8788,7531436.417,0.410259847,0.175904043,,,,,
1341,,POINT(-354916.25890359323 7549115.073429378),55.953252,-3.188267,"Edinburgh, Scotland",,,,0,,-354916.2589,7549115.073,0.169576504,0.329211,,,,,
1342,,POINT(-258163.88084170833 7829360.582774922),57.3372318,-2.3191256,"Ayrshire, Scotland",,,,0,,-258163.8808,7829360.583,0.416386032,0.720461678,,,,,
1343,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,,,0,,-426724.6775,7475912.275,0.311495503,0.27881432,,,,,
1344,jp_cite_00258,,,,,,"""POINT(2658451.372124075 7394820.259211762)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-249648.48526271316 7072425.246507802)"",""POINT(-14221.988898634567 6711533.693057904)"",""POINT(-258163.88084170833 7829360.582774922)"",""POINT(-426724.67754165124 7475912.275176443)"",""POINT(-418432.8226320869 7551604.644656718)"",""POINT(-421223.27943936246 7558789.421255307)""}",,0,,,,0.397155921,0.377998959,,,,,
1345,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,,,0,,2658451.372,7394820.259,0.335514086,0.077491066,,,,,
1346,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,,,0,,-473308.8788,7531436.417,0.155826418,0.857688424,,,,,
1347,,POINT(-249648.48526271316 7072425.246507802),53.4807593,-2.2426305,"Manchester, England",,,,0,,-249648.4853,7072425.247,0.430089266,0.646005588,,,,,
1348,,POINT(-14221.988898634567 6711533.693057904),51.5073509,-0.1277583,"London, England",,,,0,,-14221.9889,6711533.693,0.182281565,0.318604295,,,,,
1349,,POINT(-258163.88084170833 7829360.582774922),57.3372318,-2.3191256,"Ayrshire, Scotland",,,,0,,-258163.8808,7829360.583,0.156857706,0.436685054,,,,,
1350,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,,,0,,-426724.6775,7475912.275,0.730265088,0.984934263,,,,,
1351,,POINT(-418432.8226320869 7551604.644656718),55.965771,-3.758846,"California, Scotland",,,,0,,-418432.8226,7551604.645,0.614951163,0.653226909,,,,,
1352,,POINT(-421223.27943936246 7558789.421255307),56.0018775,-3.7839131,"Falkirk, Scotland",,,,0,,-421223.2794,7558789.421,0.511745618,0.246605699,,,,,
1353,jp_cite_00259,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-9262645.972897254 4423650.3222111715)""}",,0,,,,0.925918304,0.252382099,,,,,
1354,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.782336611,0.749276396,,,,,
1355,,POINT(-9262645.972897254 4423650.3222111715),36.8890304,-83.2077645,"Harlan County, Kentucky",,,,0,,-9262645.973,4423650.322,0.626983995,0.643416297,,,,,
1356,jp_cite_00260,,,,,,"""POINT(1125438.1593319902 6133713.289942802)"",""POINT(-8620141.442335507 4514747.230025689)"",""POINT(-9035104.480967846 4006812.888406468)"",""POINT(-9228394.145571535 3785070.7896179464)"",""POINT(-10040951.74400295 4668382.843189159)"",""POINT(-9180905.651555903 4341188.687226949)"",""POINT(-8958349.870187752 4255441.659449746)"",""POINT(-8841592.589264719 4302236.732463505)""}",,0,,,,0.848391838,0.070318106,,,,,
1357,,POINT(1125438.1593319902 6133713.289942802),48.161191,10.109983,"Altenstadt (Iller), Altenstadt, Germany",,,,0,,1125438.159,6133713.29,0.361964409,0.448423591,,,,,
1358,,POINT(-8620141.442335507 4514747.230025689),37.5407246,-77.4360481,"Richmond, Virginia",,,,0,,-8620141.442,4514747.23,0.522053957,0.921759513,,,,,
1359,,POINT(-9035104.480967846 4006812.888406468),33.836081,-81.1637245,South Carolina,,,,0,,-9035104.481,4006812.888,0.850011844,0.643636856,,,,,
1360,,POINT(-9228394.145571535 3785070.7896179464),32.1656221,-82.9000751,"Georgia, United States",,,,0,,-9228394.146,3785070.79,0.465660872,0.422686482,,,,,
1361,,POINT(-10040951.74400295 4668382.843189159),38.6270025,-90.1994042,"Saint Louis, Missouri",,,,0,,-10040951.74,4668382.843,0.988014765,0.239298725,,,,,
1362,,POINT(-9180905.651555903 4341188.687226949),36.2942722,-82.4734787,"Jonesborough, Tennessee",,,,0,,-9180905.652,4341188.687,0.415670615,0.813145766,,,,,
1363,,POINT(-8958349.870187752 4255441.659449746),35.6709727,-80.4742261,"Salisbury, North Carolina",,,,0,,-8958349.87,4255441.659,0.503592813,0.030122398,,,,,
1364,,POINT(-8841592.589264719 4302236.732463505),36.0117388,-79.4253776,"Alamance County, North Carolina",,,,0,,-8841592.589,4302236.732,0.085678623,0.606435657,,,,,
1365,jp_cite_00261,,,,,,POINT(-8238303.700046114 4970069.184605361),,0,,,,0.74807159,0.394202683,,,,,
1366,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.085079977,0.156037038,,,,,
1367,jp_cite_00262,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10731233.074929496 5236172.907465947)"",""POINT(-11121018.96206873 5460725.739007635)"",""POINT(-11121018.96206873 5085264.524299982)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-9074654.158706967 5024362.170087912)"",""POINT(-10686447.173247067 5049636.771820073)""}",,0,,,,0.617494341,0.735806507,,,,,
1368,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.016574539,0.442326063,,,,,
1369,,POINT(-10731233.074929496 5236172.907465947),42.4999942,-96.4003069,"Sioux City, Iowa",,,,0,,-10731233.07,5236172.907,0.037021127,0.0742728,,,,,
1370,,POINT(-11121018.96206873 5460725.739007635),43.9695148,-99.9018131,South Dakota,,,,0,,-11121018.96,5460725.739,0.535264823,0.134266084,,,,,
1371,,POINT(-11121018.96206873 5085264.524299982),41.4925374,-99.9018131,Nebraska,,,,0,,-11121018.96,5085264.524,0.218594276,0.02233061,,,,,
1372,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.351558367,0.644253813,,,,,
1373,,POINT(-9074654.158706967 5024362.170087912),41.0814447,-81.5190053,"Akron, Ohio",,,,0,,-9074654.159,5024362.17,0.7151092,0.329418808,,,,,
1374,,POINT(-10686447.173247067 5049636.771820073),41.2523634,-95.9979883,"Omaha, Nebraska",,,,0,,-10686447.17,5049636.772,0.586979252,0.064936644,,,,,
1375,jp_cite_00263,,,,,,"""POINT(2399965.332676056 6999228.098083412)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-9158372.059670039 2651278.5759412227)"",""POINT(-8835332.804867608 2501319.3395189065)"",""POINT(3144775.6144722225 5024641.042784977)"",""POINT(3030794.363350457 5122545.767509502)"",""POINT(-8719041.09545085 2465174.857597345)"",""POINT(2956738.4041935955 5112336.796910111)"",""POINT(4115506.7322593597 4297774.076092109)"",""POINT(3225389.7276573256 5016123.363596277)"",""POINT(2902935.913188843 6822948.714972341)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-8820616.256867293 2551225.519999388)"",""POINT(-8821839.68033484 2536264.54566539)"",""POINT(-8901656.289556062 2560451.358525146)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(2596178.414086805 5266072.557647009)"",""POINT(-9130826.608274532 2613586.7303177766)"",""POINT(-9049254.134461373 2599432.749869353)"",""POINT(-9007289.781119995 2582161.044378737)""}",,0,,,,0.247480397,0.463593141,,,,,
1376,,POINT(2399965.332676056 6999228.098083412),53.0876544,21.5592554,"Ostrolenka, Poland",,,,0,,2399965.333,6999228.098,0.44411544,0.222965429,,,,,
1377,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,,,0,,3225700.431,5013119.018,0.068593178,0.010482689,,,,,
1378,,POINT(-9158372.059670039 2651278.5759412227),23.159167,-82.271056,"Havana, Cuba",,,,0,,-9158372.06,2651278.576,0.606463647,0.640163122,,,,,
1379,,POINT(-8835332.804867608 2501319.3395189065),21.9149693,-79.369145,"Carretera Central, Cuba",,,,0,,-8835332.805,2501319.34,0.806752013,0.998475345,,,,,
1380,,POINT(3144775.6144722225 5024641.042784977),41.083333,28.25,"Siliviri, Turkey",,,,0,,3144775.614,5024641.043,0.030912623,0.790748226,,,,,
1381,,POINT(3030794.363350457 5122545.767509502),41.742908,27.226089,"Kirklareli, Turkey",,,,0,,3030794.363,5122545.768,0.59870094,0.414158641,,,,,
1382,,POINT(-8719041.09545085 2465174.857597345),21.6134231,-78.3244788,"Piedrecitas, Cuba",,,,0,,-8719041.095,2465174.858,0.158813797,0.25537169,,,,,
1383,,POINT(2956738.4041935955 5112336.796910111),41.674444,26.560833,"Erdine, Turkey",,,,0,,2956738.404,5112336.797,0.567102975,0.998497425,,,,,
1384,,POINT(4115506.7322593597 4297774.076092109),35.9793045,36.970226,"Banes, Turkey",,,,0,,4115506.732,4297774.076,0.949910885,0.611002969,,,,,
1385,,POINT(3225389.7276573256 5016123.363596277),41.0256337,28.9741689,"Galata, Turkey",,,,0,,3225389.728,5016123.364,0.581969683,0.423718605,,,,,
1386,,POINT(2902935.913188843 6822948.714972341),52.126048,26.077517,"Pinsk, Belarus",,,,0,,2902935.913,6822948.715,0.351227935,0.282057765,,,,,
1387,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,,,0,,2658451.372,7394820.259,0.713586234,0.172780892,,,,,
1388,,POINT(-8820616.256867293 2551225.519999388),22.330278,-79.236944,"Yaguajay, Cuba",,,,0,,-8820616.257,2551225.52,0.69756049,0.501603998,,,,,
1389,,POINT(-8821839.68033484 2536264.54566539),22.2059045,-79.2479342,"Iguara, Cuba",,,,0,,-8821839.68,2536264.546,0.139417573,0.416461402,,,,,
1390,,POINT(-8901656.289556062 2560451.358525146),22.406919,-79.964939,"Santa Clara, Cuba",,,,0,,-8901656.29,2560451.359,0.844374091,0.741552404,,,,,
1391,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",,,,0,,3225700.431,5013119.018,0.725762041,0.710476944,,,,,
1392,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.727914101,0.6748011,,,,,
1393,,POINT(2596178.414086805 5266072.557647009),42.6977082,23.3218675,"Sofia, Bulgaria",,,,0,,2596178.414,5266072.558,0.208231947,0.555442066,,,,,
1394,,POINT(-9130826.608274532 2613586.7303177766),22.8475,-82.023611,"Guimes, Cuba",,,,0,,-9130826.608,2613586.73,0.680514628,0.930941354,,,,,
1395,,POINT(-9049254.134461373 2599432.749869353),22.730278,-81.290833,"Pedro Betancourt, Cuba",,,,0,,-9049254.134,2599432.75,0.191151381,0.263865506,,,,,
1396,,POINT(-9007289.781119995 2582161.044378737),22.5870991,-80.9138608,"Manguito, Cuba",,,,0,,-9007289.781,2582161.044,0.006192363,0.529454244,,,,,
1397,jp_cite_00264,,,,,,"""POINT(2399965.332676056 6999228.098083412)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-9158372.059670039 2651278.5759412227)"",""POINT(-9049254.134461373 2599432.749869353)"",""POINT(-9007289.781119995 2582161.044378737)"",""POINT(-9006488.970967237 2598494.0244663595)"",""POINT(246433.41138981478 5816903.7126172995)"",""POINT(2956738.4041935955 5112336.796910111)"",""POINT(2902935.913188843 6822948.714972341)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-8820616.256867293 2551225.519999388)"",""POINT(2938834.556533333 4895048.439880278)"",""POINT(3225700.4314880352 5013119.0180252185)""}",,0,,,,0.844840058,0.007672178,,,,,
1398,,POINT(2399965.332676056 6999228.098083412),53.0876544,21.5592554,"Ostrolenka, Poland",,,,0,,2399965.333,6999228.098,0.844127908,0.023565437,,,,,
1399,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,,,0,,3225700.431,5013119.018,0.59665132,0.861559126,,,,,
1400,,POINT(-9158372.059670039 2651278.5759412227),23.159167,-82.271056,"Havana, Cuba",,,,0,,-9158372.06,2651278.576,0.295304931,0.297368054,,,,,
1401,,POINT(-9049254.134461373 2599432.749869353),22.730278,-81.290833,"Pedro Betancourt, Cuba",,,,0,,-9049254.134,2599432.75,0.189276894,0.450670079,,,,,
1402,,POINT(-9007289.781119995 2582161.044378737),22.5870991,-80.9138608,"Manguito, Cuba",,,,0,,-9007289.781,2582161.044,0.234175361,0.207437334,,,,,
1403,,POINT(-9006488.970967237 2598494.0244663595),22.7225,-80.906667,"Colon, Cuba",,,,0,,-9006488.971,2598494.024,0.970003124,0.886043927,,,,,
1404,,POINT(246433.41138981478 5816903.7126172995),46.227638,2.213749,France,,,,0,,246433.4114,5816903.713,0.563779644,0.233099886,,,,,
1405,,POINT(2956738.4041935955 5112336.796910111),41.674444,26.560833,"Erdine, Turkey",,,,0,,2956738.404,5112336.797,0.529099826,0.265249115,,,,,
1406,,POINT(2902935.913188843 6822948.714972341),52.126048,26.077517,"Pinsk, Belarus",,,,0,,2902935.913,6822948.715,0.781022165,0.771759061,,,,,
1407,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,,,0,,2658451.372,7394820.259,0.27622317,0.760054128,,,,,
1408,,POINT(-8820616.256867293 2551225.519999388),22.330278,-79.236944,"Yaguajay, Cuba",,,,0,,-8820616.257,2551225.52,0.891982782,0.635733062,,,,,
1409,,POINT(2938834.556533333 4895048.439880278),40.2,26.4,"Dardanelles, Turkey",,,,0,,2938834.557,4895048.44,0.016117271,0.79497166,,,,,
1410,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",,,,0,,3225700.431,5013119.018,0.737962021,0.34410551,,,,,
1411,jp_cite_00265,,,,,,POINT(-12524064.59883523 3947925.2474038815),,0,,,,0.583985786,0.404524142,,,,,
1412,,POINT(-12524064.59883523 3947925.2474038815),,,"Atlanta, Georgia",Southern United States,,,0,,-12524064.6,3947925.247,0.140628557,0.923229858,,,,,
1413,jp_cite_00266,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(2658451.372124075 7394820.259211762)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(-426724.67754165124 7475912.275176443)""}",,0,,,,0.019295667,0.967030776,,,,,
1414,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.626346723,0.400864153,,,,,
1415,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.173719624,0.151085801,,,,,
1416,,POINT(2658451.372124075 7394820.259211762),55.169438,23.881275,Lithuania,,,,0,,2658451.372,7394820.259,0.399993691,0.579554771,,,,,
1417,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,,,0,,-473308.8788,7531436.417,0.526502693,0.533889126,,,,,
1418,,POINT(-426724.67754165124 7475912.275176443),55.583333,-3.833333,"Lanarkshire, Scotland",,,,0,,-426724.6775,7475912.275,0.817504341,0.851249514,,,,,
1419,jp_cite_00267,,,,,,POINT(-382490.7646861935 7435586.529947692),,0,,,,0.142491513,0.635915662,,,,,
1420,,POINT(-382490.7646861935 7435586.529947692),55.378051,-3.435973,United Kingdom,,,,0,,-382490.7647,7435586.53,0.206742847,0.497839303,,,,,
1421,jp_cite_00268,,,,,,"""POINT(1821903.7666450534 6841007.3470738195)"",""POINT(-249648.48526271316 7072425.246507802)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(2134931.1468220153 6954221.204524129)""}",,0,,,,0.815165178,0.389154598,,,,,
1422,,POINT(1821903.7666450534 6841007.3470738195),52.22553,16.36644,Grodzisk Wielkopolski,,,,0,,1821903.767,6841007.347,0.26348629,0.603455049,,,,,
1423,,POINT(-249648.48526271316 7072425.246507802),53.4807593,-2.2426305,"Manchester, England",,,,0,,-249648.4853,7072425.247,0.235727158,0.828267827,,,,,
1424,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.080329697,0.61309277,,,,,
1425,,POINT(2134931.1468220153 6954221.204524129),52.844147,19.1784128,"Lipno, Poland",,,,0,,2134931.147,6954221.205,0.915541055,0.849070016,,,,,
1426,jp_cite_00269,,,,,,"""POINT(844803.1591026434 6508323.083167142)"",""POINT(-11867769.90994347 4178935.4340817076)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-11899097.986503659 4036646.3497566474)"",""POINT(-11838273.372965053 4115975.747313037)"",""POINT(-11770519.299236713 3994957.5071818857)""}",,0,,,,0.733123092,0.224490621,,,,,
1427,,POINT(844803.1591026434 6508323.083167142),50.3569429,7.5889959,"Koblenz, Germany",,,,0,,844803.1591,6508323.083,0.055547075,0.325090752,,,,,
1428,,POINT(-11867769.90994347 4178935.4340817076),35.110703,-106.609991,"Albuquerque, New Mexico",,,,0,,-11867769.91,4178935.434,0.331391306,0.856110611,,,,,
1429,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,,,0,,-13627666.99,4547679.508,0.063711332,0.014744986,,,,,
1430,,POINT(-11899097.986503659 4036646.3497566474),34.0583995,-106.8914159,"Socorro, New Mexico",,,,0,,-11899097.99,4036646.35,0.92651964,0.345637094,,,,,
1431,,POINT(-11838273.372965053 4115975.747313037),34.6467267,-106.3450191,"Manzano, New Mexico",,,,0,,-11838273.37,4115975.747,0.638011156,0.931603182,,,,,
1432,,POINT(-11770519.299236713 3994957.5071818857),33.7475738,-105.7363739,"White Oaks, New Mexico",,,,0,,-11770519.3,3994957.507,0.876165039,0.565746244,,,,,
1433,jp_cite_00270,,,,,,"""POINT(-9156955.374434553 3725596.3832017933)"",""POINT(-9147274.30793983 3677479.8518995927)"",""POINT(-9195559.671398245 3740162.5402362896)"",""POINT(-9176281.640284076 3703236.6395806824)""}",,0,,,,0.181024624,0.844340602,,,,,
1434,,POINT(-9156955.374434553 3725596.3832017933),31.712238,-82.2583297,"Appling County, Georgia",,,,0,,-9156955.374,3725596.383,0.355697083,0.305282942,,,,,
1435,,POINT(-9147274.30793983 3677479.8518995927),31.343806,-82.1713632,"Pierce County, Georgia",,,,0,,-9147274.308,3677479.852,0.343277294,0.171227075,,,,,
1436,,POINT(-9195559.671398245 3740162.5402362896),31.8234851,-82.605118,"Jeff Davis County, Georgia",,,,0,,-9195559.671,3740162.54,0.991900084,0.25733159,,,,,
1437,,POINT(-9176281.640284076 3703236.6395806824),31.5412085,-82.4319405,"Bacon County, Georgia",,,,0,,-9176281.64,3703236.64,0.32201304,0.793240538,,,,,
1438,jp_cite_00271,,,,,,POINT(-11035458.233727526 2205935.269591905),,0,,,,0.958436743,0.261420068,,,,,
1439,,POINT(-11035458.233727526 2205935.269591905),19.4326077,-99.133208,"Mexico City, Mexico",,,,0,,-11035458.23,2205935.27,0.251034879,0.4866143,,,,,
1440,jp_cite_00272,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-7656311.209024816 5590275.7938848585)"",""POINT(4225548.653769276 6801122.66144857)""}",,0,,,,0.364672468,0.926786706,,,,,
1441,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.014506848,0.635575876,,,,,
1442,,POINT(-7656311.209024816 5590275.7938848585),44.8011821,-68.7778138,"Bangor, Maine",,,,0,,-7656311.209,5590275.794,0.512792984,0.122775613,,,,,
1443,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,,,0,,4225548.654,6801122.661,0.628729447,0.669128926,,,,,
1444,jp_cite_00273,,,,,,"""POINT(5400819.606537089 1752983.4074079958)"",""POINT(3922136.7617750242 3757032.7825218057)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8231426.003419593 4964988.313008756)""}",,0,,,,0.351315769,0.064771805,,,,,
1445,,POINT(5400819.606537089 1752983.4074079958),15.552727,48.516388,Yemen,,,,0,,5400819.607,1752983.407,0.714555968,0.776178612,,,,,
1446,,POINT(3922136.7617750242 3757032.7825218057),31.952162,35.233154,Palestine,,,,0,,3922136.762,3757032.783,0.517349612,0.005444461,,,,,
1447,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.802244906,0.032569116,,,,,
1448,,POINT(-8231426.003419593 4964988.313008756),40.6781784,-73.9441579,"Brooklyn, New York",,,,0,,-8231426.003,4964988.313,0.904111488,0.217340381,,,,,
1449,jp_cite_00274,,,,,,POINT(-960742.586858884 6921825.217678591),,0,,,,0.093052502,0.706052381,,,,,
1450,,POINT(-960742.586858884 6921825.217678591),52.6680204,-8.6304975,"Limerick, Ireland",,,,0,,-960742.5869,6921825.218,0.028637297,0.968940349,,,,,
1451,jp_cite_00275,,,,,,"""POINT(2814117.9208877366 7301384.5836427)"",""POINT(-11785404.518529452 4098832.8002448846)""}",,0,,,,0.526234711,0.008272034,,,,,
1452,,POINT(2814117.9208877366 7301384.5836427),54.6871555,25.2796514,"Vilnius, Lithuania",,,,0,,2814117.921,7301384.584,0.349259774,0.621039826,,,,,
1453,,POINT(-11785404.518529452 4098832.8002448846),34.5199402,-105.8700901,New Mexico,,,,0,,-11785404.52,4098832.8,0.235860617,0.413687781,,,,,
1454,jp_cite_00276,,,,,,POINT(-13964962.279974543 6385990.827472225),,0,,,,0.611009655,0.114856222,,,,,
1455,,POINT(-13964962.279974543 6385990.827472225),49.6506376,-125.4493906,"Vancouver Island, Canada",,,,0,,-13964962.28,6385990.827,0.698360453,0.39630806,,,,,
1456,jp_cite_00277,,,,,,"""POINT(2683377.075151414 7749834.2588805)"",""POINT(-8528429.900246715 4763352.471949581)"",""POINT(-9394027.228532074 3995147.831181809)""}",,0,,,,0.825450954,0.357231293,,,,,
1457,,POINT(2683377.075151414 7749834.2588805),56.9496487,24.1051864,"Riga, Latvia",,,,0,,2683377.075,7749834.259,0.798513566,0.006584792,,,,,
1458,,POINT(-8528429.900246715 4763352.471949581),39.2903848,-76.6121893,"Baltimore, Maryland",,,,0,,-8528429.9,4763352.472,0.489341806,0.051015299,,,,,
1459,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,,,0,,-9394027.229,3995147.831,0.731465495,0.533017517,,,,,
1460,jp_cite_00278,,,,,,"""POINT(4225548.653769276 6801122.66144857)"",""POINT(-10654710.28698895 4451692.554190846)""}",,0,,,,0.584436975,0.677084108,,,,,
1461,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,,,0,,4225548.654,6801122.661,0.012969032,0.766530949,,,,,
1462,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,,,0,,-10654710.29,4451692.554,0.591896274,0.904578123,,,,,
1463,jp_cite_00279,,,,,,"""POINT(-8734999.79085706 -20110.255551971684)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(1619706.6058200027 6026746.973805513)"",""POINT(13474006.723795976 1629380.3663060728)"",""POINT(2171097.8697641967 5968637.678298508)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(2779287.009570991 5771245.40362821)"",""POINT(-7081775.532016912 -4638374.274438813)"",""POINT(-8270741.275706984 509367.2812682894)"",""POINT(-7964126.877810342 -4256013.6745668)""}",,0,,,,0.393709731,0.289278505,,,,,
